Date,High,Low,Open,Close,Volume,Adj Close
2020-04-20,11.739999771118164,11.0,11.470000267028809,11.0,18716.0,11.0
2020-04-21,10.979999542236328,10.229999542236328,10.979999542236328,10.520000457763672,101189.0,10.520000457763672
2020-04-22,10.899999618530273,10.59000015258789,10.680000305175781,10.75,13175.0,10.75
2020-04-23,11.289999961853027,10.75,10.75,11.140000343322754,163716.0,11.140000343322754
2020-04-24,11.399999618530273,10.600000381469727,11.300000190734863,11.399999618530273,20132.0,11.399999618530273
2020-04-27,11.84000015258789,11.260000228881836,11.84000015258789,11.399999618530273,18617.0,11.399999618530273
2020-04-28,11.779999732971191,11.210000038146973,11.779999732971191,11.210000038146973,23766.0,11.210000038146973
2020-04-29,13.199999809265137,11.770000457763672,11.869999885559082,13.170000076293945,126572.0,13.170000076293945
2020-04-30,13.890000343322754,12.600000381469727,13.890000343322754,13.510000228881836,59243.0,13.510000228881836
2020-05-01,13.930000305175781,12.5,13.930000305175781,13.0,45026.0,13.0
2020-05-04,13.479999542236328,12.5,13.479999542236328,12.59000015258789,48793.0,12.59000015258789
2020-05-05,12.989999771118164,12.100000381469727,12.989999771118164,12.109999656677246,86647.0,12.109999656677246
2020-05-06,12.149999618530273,11.850000381469727,12.149999618530273,11.869999885559082,230637.0,11.869999885559082
2020-05-07,12.369999885559082,11.800000190734863,11.979999542236328,12.1899995803833,429634.0,12.1899995803833
2020-05-08,12.289999961853027,11.699999809265137,12.25,11.699999809265137,247228.0,11.699999809265137
2020-05-11,11.239999771118164,10.210000038146973,11.1899995803833,10.670000076293945,236326.0,10.670000076293945
2020-05-12,11.350000381469727,10.800000190734863,10.920000076293945,10.949999809265137,90889.0,10.949999809265137
2020-05-13,11.75,10.760000228881836,11.390000343322754,11.649999618530273,86643.0,11.649999618530273
2020-05-14,12.479999542236328,11.800000190734863,11.989999771118164,12.199999809265137,124008.0,12.199999809265137
2020-05-15,12.539999961853027,11.8100004196167,12.199999809265137,11.8100004196167,100278.0,11.8100004196167
2020-05-19,12.289999961853027,11.850000381469727,12.260000228881836,12.199999809265137,36419.0,12.199999809265137
2020-05-20,12.380000114440918,11.859999656677246,12.289999961853027,11.899999618530273,63223.0,11.899999618530273
2020-05-21,12.020000457763672,11.100000381469727,12.020000457763672,11.119999885559082,82321.0,11.119999885559082
2020-05-22,11.5,11.079999923706055,11.079999923706055,11.5,25531.0,11.5
2020-05-25,11.270000457763672,10.899999618530273,11.0,11.270000457763672,31235.0,11.270000457763672
2020-05-26,11.239999771118164,10.960000038146973,11.050000190734863,11.09000015258789,46290.0,11.09000015258789
2020-05-27,11.569999694824219,11.109999656677246,11.1899995803833,11.260000228881836,42379.0,11.260000228881836
2020-05-28,11.649999618530273,11.34000015258789,11.40999984741211,11.600000381469727,32370.0,11.600000381469727
2020-05-29,11.699999809265137,11.119999885559082,11.569999694824219,11.119999885559082,30580.0,11.119999885559082
2020-06-01,12.15999984741211,11.40999984741211,11.430000305175781,12.140000343322754,77991.0,12.140000343322754
2020-06-02,12.899999618530273,11.350000381469727,12.890000343322754,11.850000381469727,277864.0,11.850000381469727
2020-06-03,12.149999618530273,11.649999618530273,11.890000343322754,11.890000343322754,68607.0,11.890000343322754
2020-06-04,12.449999809265137,11.880000114440918,12.0,12.149999618530273,60196.0,12.149999618530273
2020-06-05,12.399999618530273,11.850000381469727,11.9399995803833,12.079999923706055,50814.0,12.079999923706055
2020-06-08,12.220000267028809,11.800000190734863,12.09000015258789,11.829999923706055,36004.0,11.829999923706055
2020-06-09,12.25,11.75,12.15999984741211,12.020000457763672,36846.0,12.020000457763672
2020-06-10,12.350000381469727,11.75,12.350000381469727,12.140000343322754,77126.0,12.140000343322754
2020-06-11,11.899999618530273,11.020000457763672,11.899999618530273,11.300000190734863,96756.0,11.300000190734863
2020-06-12,11.75,11.109999656677246,11.75,11.5,37012.0,11.5
2020-06-15,11.350000381469727,10.899999618530273,11.25,11.239999771118164,55518.0,11.239999771118164
2020-06-16,11.449999809265137,11.0,11.279999732971191,11.09000015258789,54236.0,11.09000015258789
2020-06-17,11.130000114440918,10.899999618530273,11.119999885559082,11.0,34819.0,11.0
2020-06-18,11.1899995803833,10.800000190734863,11.1899995803833,10.800000190734863,100548.0,10.800000190734863
2020-06-19,11.039999961853027,10.050000190734863,11.039999961853027,10.050000190734863,98568.0,10.050000190734863
2020-06-22,11.300000190734863,10.3100004196167,10.520000457763672,11.050000190734863,64316.0,11.050000190734863
2020-06-23,11.489999771118164,10.949999809265137,11.15999984741211,11.0,38271.0,11.0
2020-06-24,10.949999809265137,10.510000228881836,10.949999809265137,10.800000190734863,31401.0,10.800000190734863
2020-06-25,10.770000457763672,10.569999694824219,10.770000457763672,10.59000015258789,15545.0,10.59000015258789
2020-06-26,10.899999618530273,10.539999961853027,10.609999656677246,10.729999542236328,20181.0,10.729999542236328
2020-06-29,10.670000076293945,10.420000076293945,10.670000076293945,10.5,31974.0,10.5
2020-06-30,10.640000343322754,10.15999984741211,10.539999961853027,10.15999984741211,62344.0,10.15999984741211
2020-07-02,10.670000076293945,10.319999694824219,10.479999542236328,10.380000114440918,20850.0,10.380000114440918
2020-07-08,11.270000457763672,10.699999809265137,10.75,11.0,37164.0,11.0
2020-07-09,11.199999809265137,10.649999618530273,11.199999809265137,10.8100004196167,27748.0,10.8100004196167
2020-07-10,10.800000190734863,10.569999694824219,10.569999694824219,10.600000381469727,18547.0,10.600000381469727
2020-07-13,11.239999771118164,10.640000343322754,10.640000343322754,10.699999809265137,37782.0,10.699999809265137
2020-07-14,11.010000228881836,10.720000267028809,10.899999618530273,10.989999771118164,7722.0,10.989999771118164
2020-07-15,11.220000267028809,10.960000038146973,11.220000267028809,11.020000457763672,17301.0,11.020000457763672
2020-07-16,11.050000190734863,10.75,11.050000190734863,10.890000343322754,15223.0,10.890000343322754
2020-07-17,11.029999732971191,10.760000228881836,11.0,10.819999694824219,27621.0,10.819999694824219
2020-07-20,11.119999885559082,10.899999618530273,11.010000228881836,11.079999923706055,19336.0,11.079999923706055
2020-07-21,11.369999885559082,10.819999694824219,11.210000038146973,10.819999694824219,75505.0,10.819999694824219
2020-07-22,11.25,10.829999923706055,10.829999923706055,11.050000190734863,28091.0,11.050000190734863
2020-07-23,11.550000190734863,11.25,11.479999542236328,11.550000190734863,25885.0,11.550000190734863
2020-07-24,11.600000381469727,11.300000190734863,11.550000190734863,11.600000381469727,19544.0,11.600000381469727
2020-07-27,13.770000457763672,12.109999656677246,12.109999656677246,13.170000076293945,154967.0,13.170000076293945
2020-07-28,13.989999771118164,13.399999618530273,13.59000015258789,13.9399995803833,84815.0,13.9399995803833
2020-07-29,14.0,13.3100004196167,13.989999771118164,13.989999771118164,65126.0,13.989999771118164
2020-07-30,14.229999542236328,13.369999885559082,14.229999542236328,13.800000190734863,82372.0,13.800000190734863
2020-07-31,14.1899995803833,13.5,13.989999771118164,13.8100004196167,88068.0,13.8100004196167
2020-08-04,14.5600004196167,13.899999618530273,13.90999984741211,14.550000190734863,116023.0,14.550000190734863
2020-08-05,16.0,15.199999809265137,15.199999809265137,15.550000190734863,133425.0,15.550000190734863
2020-08-06,16.15999984741211,15.5,15.859999656677246,15.850000381469727,112271.0,15.850000381469727
2020-08-07,15.890000343322754,14.5,15.890000343322754,15.0,128642.0,15.0
2020-08-10,16.239999771118164,15.510000228881836,16.09000015258789,15.579999923706055,82433.0,15.579999923706055
2020-08-11,15.279999732971191,14.600000381469727,15.079999923706055,14.699999809265137,87633.0,14.699999809265137
2020-08-12,15.390000343322754,14.899999618530273,15.390000343322754,15.210000038146973,41993.0,15.210000038146973
2020-08-13,15.350000381469727,15.0,15.350000381469727,15.170000076293945,35202.0,15.170000076293945
2020-08-14,15.949999809265137,15.100000381469727,15.5,15.59000015258789,104550.0,15.59000015258789
2020-08-17,18.649999618530273,16.190000534057617,16.25,18.450000762939453,102492.0,18.450000762939453
2020-08-18,18.540000915527344,16.739999771118164,18.31999969482422,17.729999542236328,118745.0,17.729999542236328
2020-08-19,17.440000534057617,16.0,17.34000015258789,16.299999237060547,127061.0,16.299999237060547
2020-08-20,16.610000610351562,16.200000762939453,16.389999389648438,16.459999084472656,69859.0,16.459999084472656
2020-08-21,16.549999237060547,15.510000228881836,16.5,15.899999618530273,86810.0,15.899999618530273
2020-08-24,16.25,15.449999809265137,16.200000762939453,15.609999656677246,44091.0,15.609999656677246
2020-08-25,15.5,14.460000038146973,15.5,14.949999809265137,102915.0,14.949999809265137
2020-08-26,15.729999542236328,15.010000228881836,15.729999542236328,15.369999885559082,68429.0,15.369999885559082
2020-08-27,15.800000190734863,14.699999809265137,15.449999809265137,15.0600004196167,64453.0,15.0600004196167
2020-08-28,15.460000038146973,15.100000381469727,15.460000038146973,15.15999984741211,41599.0,15.15999984741211
2020-08-31,15.829999923706055,15.380000114440918,15.829999923706055,15.789999961853027,62967.0,15.789999961853027
2020-09-01,16.309999465942383,15.789999961853027,16.200000762939453,16.010000228881836,102582.0,16.010000228881836
2020-09-02,15.5,15.010000228881836,15.5,15.180000305175781,74117.0,15.180000305175781
2020-09-03,14.970000267028809,14.130000114440918,14.859999656677246,14.630000114440918,133358.0,14.630000114440918
